Sewage_profile	Transit_profile	Sewage_city	Transit_city	Jaccard_distance	Jaccard_similarity	Comparison
Lisbon_Sewage	Barcelona_Transit	Lisbon	Barcelona	0.906542056074766	0.0934579439252337	Between-city
(Sewage vs Transit)
Barcelona_Sewage	Barcelona_Transit	Barcelona	Barcelona	0.864406779661017	0.135593220338983	Within-city
(Sewage vs Transit)
Berlin_Sewage	Barcelona_Transit	Berlin	Barcelona	0.875	0.125	Between-city
(Sewage vs Transit)
Hong_Kong_Sewage	Barcelona_Transit	Hong_Kong	Barcelona	0.966942148760331	0.0330578512396693	Between-city
(Sewage vs Transit)
Porto_Sewage	Barcelona_Transit	Porto	Barcelona	0.903225806451613	0.0967741935483871	Between-city
(Sewage vs Transit)
Santiago_Sewage	Barcelona_Transit	Santiago	Barcelona	0.91566265060241	0.0843373493975904	Between-city
(Sewage vs Transit)
Singapore_Sewage	Barcelona_Transit	Singapore	Barcelona	0.966942148760331	0.0330578512396693	Between-city
(Sewage vs Transit)
Sofia_Sewage	Barcelona_Transit	Sofia	Barcelona	0.890625	0.109375	Between-city
(Sewage vs Transit)
Taipei_Sewage	Barcelona_Transit	Taipei	Barcelona	0.946341463414634	0.0536585365853659	Between-city
(Sewage vs Transit)
Vienna_Sewage	Barcelona_Transit	Vienna	Barcelona	0.904255319148936	0.0957446808510639	Between-city
(Sewage vs Transit)
Bogota_Sewage	Barcelona_Transit	Bogota	Barcelona	0.962765957446808	0.0372340425531915	Between-city
(Sewage vs Transit)
Hanoi_Sewage	Barcelona_Transit	Hanoi	Barcelona	0.963302752293578	0.0366972477064219	Between-city
(Sewage vs Transit)
Ilorin_Sewage	Barcelona_Transit	Ilorin	Barcelona	0.885714285714286	0.114285714285714	Between-city
(Sewage vs Transit)
Kuala_Lumpur_Sewage	Barcelona_Transit	Kuala_Lumpur	Barcelona	0.949438202247191	0.0505617977528091	Between-city
(Sewage vs Transit)
Oslo_Sewage	Barcelona_Transit	Oslo	Barcelona	0.87037037037037	0.12962962962963	Between-city
(Sewage vs Transit)
Rio_de_Janeiro_Sewage	Barcelona_Transit	Rio_de_Janeiro	Barcelona	0.884057971014493	0.115942028985507	Between-city
(Sewage vs Transit)
Lisbon_Sewage	Berlin_Transit	Lisbon	Berlin	0.915966386554622	0.0840336134453782	Between-city
(Sewage vs Transit)
Barcelona_Sewage	Berlin_Transit	Barcelona	Berlin	0.887323943661972	0.112676056338028	Between-city
(Sewage vs Transit)
Berlin_Sewage	Berlin_Transit	Berlin	Berlin	0.892857142857143	0.107142857142857	Within-city
(Sewage vs Transit)
Hong_Kong_Sewage	Berlin_Transit	Hong_Kong	Berlin	0.956175298804781	0.0438247011952191	Between-city
(Sewage vs Transit)
Porto_Sewage	Berlin_Transit	Porto	Berlin	0.903846153846154	0.0961538461538461	Between-city
(Sewage vs Transit)
Santiago_Sewage	Berlin_Transit	Santiago	Berlin	0.926315789473684	0.0736842105263158	Between-city
(Sewage vs Transit)
Singapore_Sewage	Berlin_Transit	Singapore	Berlin	0.956175298804781	0.0438247011952191	Between-city
(Sewage vs Transit)
Sofia_Sewage	Berlin_Transit	Sofia	Berlin	0.893333333333333	0.106666666666667	Between-city
(Sewage vs Transit)
Taipei_Sewage	Berlin_Transit	Taipei	Berlin	0.93953488372093	0.0604651162790697	Between-city
(Sewage vs Transit)
Vienna_Sewage	Berlin_Transit	Vienna	Berlin	0.894230769230769	0.105769230769231	Between-city
(Sewage vs Transit)
Bogota_Sewage	Berlin_Transit	Bogota	Berlin	0.949238578680203	0.050761421319797	Between-city
(Sewage vs Transit)
Hanoi_Sewage	Berlin_Transit	Hanoi	Berlin	0.960698689956332	0.0393013100436681	Between-city
(Sewage vs Transit)
Ilorin_Sewage	Berlin_Transit	Ilorin	Berlin	0.902439024390244	0.0975609756097561	Between-city
(Sewage vs Transit)
Kuala_Lumpur_Sewage	Berlin_Transit	Kuala_Lumpur	Berlin	0.941489361702128	0.0585106382978724	Between-city
(Sewage vs Transit)
Oslo_Sewage	Berlin_Transit	Oslo	Berlin	0.91044776119403	0.0895522388059702	Between-city
(Sewage vs Transit)
Rio_de_Janeiro_Sewage	Berlin_Transit	Rio_de_Janeiro	Berlin	0.901234567901235	0.0987654320987654	Between-city
(Sewage vs Transit)
Lisbon_Sewage	Bogota_Transit	Lisbon	Bogota	0.876106194690265	0.123893805309735	Between-city
(Sewage vs Transit)
Barcelona_Sewage	Bogota_Transit	Barcelona	Bogota	0.815384615384615	0.184615384615385	Between-city
(Sewage vs Transit)
Berlin_Sewage	Bogota_Transit	Berlin	Bogota	0.833333333333333	0.166666666666667	Between-city
(Sewage vs Transit)
Hong_Kong_Sewage	Bogota_Transit	Hong_Kong	Bogota	0.947368421052632	0.0526315789473684	Between-city
(Sewage vs Transit)
Porto_Sewage	Bogota_Transit	Porto	Bogota	0.833333333333333	0.166666666666667	Between-city
(Sewage vs Transit)
Santiago_Sewage	Bogota_Transit	Santiago	Bogota	0.863636363636364	0.136363636363636	Between-city
(Sewage vs Transit)
Singapore_Sewage	Bogota_Transit	Singapore	Bogota	0.934426229508197	0.0655737704918032	Between-city
(Sewage vs Transit)
Sofia_Sewage	Bogota_Transit	Sofia	Bogota	0.826086956521739	0.173913043478261	Between-city
(Sewage vs Transit)
Taipei_Sewage	Bogota_Transit	Taipei	Bogota	0.923809523809524	0.0761904761904761	Between-city
(Sewage vs Transit)
Vienna_Sewage	Bogota_Transit	Vienna	Bogota	0.858585858585858	0.141414141414142	Between-city
(Sewage vs Transit)
Bogota_Sewage	Bogota_Transit	Bogota	Bogota	0.937823834196891	0.0621761658031087	Within-city
(Sewage vs Transit)
Hanoi_Sewage	Bogota_Transit	Hanoi	Bogota	0.936936936936937	0.063063063063063	Between-city
(Sewage vs Transit)
Ilorin_Sewage	Bogota_Transit	Ilorin	Bogota	0.871794871794872	0.128205128205128	Between-city
(Sewage vs Transit)
