feature	Barcelona	Berlin	Bogota	Hanoi	Hong_Kong	Ilorin	Kuala_Lumpur	Lisbon	Oslo	Porto	Rio_de_Janeiro	Santiago	Singapore	Sofia	Taipei	Vienna
Biocides	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1
Drugs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Metals	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
Multi-compound	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1
