profile_id	city	environment	depth	comparison	level	level_label	PCoA1	PCoA2
Barcelona_Sewage_2M	Barcelona	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.27020397132103496	-0.3187524083946774
Berlin_Sewage_2M	Berlin	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.09450620360509593	-0.25377880524059915
Bogota_Sewage_2M	Bogota	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.4160377351739423	-0.115666277279681
Hanoi_Sewage_2M	Hanoi	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.48335834726435334	0.01144250894499845
Hong_Kong_Sewage_2M	Hong_Kong	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.4801203731571361	0.012506465637410183
Ilorin_Sewage_2M	Ilorin	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.22324374956648652	-0.2579700846872589
Kuala_Lumpur_Sewage_2M	Kuala_Lumpur	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.12188050636897585	-0.03983176183341685
Lisbon_Sewage_2M	Lisbon	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.04167151421105014	-0.08907510373421838
Oslo_Sewage_2M	Oslo	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.2887818142840613	-0.18756998714922463
Porto_Sewage_2M	Porto	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.14029136158170366	-0.1373319954101832
Rio_de_Janeiro_Sewage_2M	Rio_de_Janeiro	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.15174221100972674	-0.30126693404274346
Santiago_Sewage_2M	Santiago	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.04185613147422905	-0.1909035773830737
Singapore_Sewage_2M	Singapore	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.4891844502092834	0.004679352760152899
Sofia_Sewage_2M	Sofia	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.09152495934735955	-0.30295939481982587
Taipei_Sewage_2M	Taipei	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.31882977538134144	-0.047849080432695215
Vienna_Sewage_2M	Vienna	Sewage	2M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.054198140417930515	-0.2221314143085927
Barcelona_Transit_5M	Barcelona	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.36529725773627597	0.2898851913231128
Berlin_Transit_5M	Berlin	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.037246699679238236	0.2837848233817393
Bogota_Transit_5M	Bogota	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.18281689022739736	0.13436857785689518
Hanoi_Transit_5M	Hanoi	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.3729963961749513	0.1436585078569915
Hong_Kong_Transit_5M	Hong_Kong	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.0033079173283931834	0.21226017973203312
Ilorin_Transit_5M	Ilorin	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.18062654963924077	0.12035304603175886
Kuala_Lumpur_Transit_5M	Kuala_Lumpur	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.4569705348051979	0.09097447655567902
Lisbon_Transit_5M	Lisbon	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.0426904279926584	0.0012379959924846769
Oslo_Transit_5M	Oslo	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.40253765831839283	0.28931110120556397
Porto_Transit_5M	Porto	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.2519454972455038	0.13560232405965142
Rio_de_Janeiro_Transit_5M	Rio_de_Janeiro	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.03444484896387352	0.14946393199593683
Santiago_Transit_5M	Santiago	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.3854929100067847	0.22191939010240774
Singapore_Transit_5M	Singapore	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.3583334273222167	-0.0862701238431853
Sofia_Transit_5M	Sofia	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.08648073218645964	0.18862820696866045
Taipei_Transit_5M	Taipei	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	-0.19022017147037	0.2012137046718059
Vienna_Transit_5M	Vienna	Transit	5M	Sewage_2M_vs_Transit_5M	arg_class	ARG Drug Class	0.07709158592085114	0.060067163482091825
