profile_id	Barcelona_Sewage_2M	Berlin_Sewage_2M	Bogota_Sewage_2M	Hanoi_Sewage_2M	Hong_Kong_Sewage_2M	Ilorin_Sewage_2M	Kuala_Lumpur_Sewage_2M	Lisbon_Sewage_2M	Oslo_Sewage_2M	Porto_Sewage_2M	Rio_de_Janeiro_Sewage_2M	Santiago_Sewage_2M	Singapore_Sewage_2M	Sofia_Sewage_2M	Taipei_Sewage_2M	Vienna_Sewage_2M	Barcelona_Transit_5M	Berlin_Transit_5M	Bogota_Transit_5M	Hanoi_Transit_5M	Hong_Kong_Transit_5M	Ilorin_Transit_5M	Kuala_Lumpur_Transit_5M	Lisbon_Transit_5M	Oslo_Transit_5M	Porto_Transit_5M	Rio_de_Janeiro_Transit_5M	Santiago_Transit_5M	Singapore_Transit_5M	Sofia_Transit_5M	Taipei_Transit_5M	Vienna_Transit_5M
Barcelona_Sewage_2M	0	0.5499999999999999	0.8360655737704918	0.8214285714285715	0.8571428571428571	0.5666666666666667	0.6785714285714285	0.5217391304347826	0.5277777777777778	0.5116279069767442	0.6333333333333334	0.641025641025641	0.8469387755102041	0.6190476190476191	0.765625	0.4	0.8529411764705882	0.846153846153846	0.7804878048780487	0.7971014492753623	0.7441860465116279	0.7719298245614035	0.8811881188118811	0.813953488372093	0.7647058823529412	0.7837837837837839	0.7234042553191489	0.8484848484848484	0.7575757575757575	0.7555555555555554	0.7674418604651162	0.7333333333333334
Berlin_Sewage_2M	0.5499999999999999	0	0.8636363636363636	0.8295454545454545	0.8411214953271028	0.6176470588235294	0.5818181818181819	0.6415094339622641	0.7045454545454546	0.5531914893617021	0.7142857142857143	0.6097560975609756	0.8061224489795918	0.5581395348837209	0.7611940298507462	0.5217391304347826	0.8055555555555556	0.8604651162790697	0.7441860465116279	0.8243243243243243	0.7111111111111111	0.7457627118644068	0.8640776699029126	0.8297872340425533	0.7222222222222222	0.8048780487804877	0.7692307692307693	0.8333333333333333	0.7499999999999999	0.6956521739130436	0.575	0.7021276595744682
Bogota_Sewage_2M	0.8360655737704918	0.8636363636363636	0	0.6666666666666666	0.63	0.846153846153846	0.8181818181818181	0.8194444444444444	0.870967741935484	0.8591549295774648	0.8627450980392156	0.8333333333333333	0.6597938144329897	0.8805970149253731	0.6666666666666666	0.8260869565217391	0.9019607843137255	0.8727272727272727	0.8448275862068965	0.717948717948718	0.873015873015873	0.8082191780821918	0.5555555555555556	0.8852459016393442	0.9074074074074074	0.8928571428571428	0.8507462686567165	0.8775510204081634	0.9056603773584906	0.8769230769230769	0.90625	0.8437499999999999
Hanoi_Sewage_2M	0.8214285714285715	0.8295454545454545	0.6666666666666666	0	0.5	0.8717948717948718	0.6923076923076924	0.7444444444444445	0.8333333333333333	0.7613636363636362	0.868421052631579	0.8048780487804877	0.5094339622641509	0.7590361445783133	0.6222222222222222	0.8279569892473119	0.9090909090909091	0.888888888888889	0.8554216867469879	0.6666666666666666	0.8072289156626505	0.6309523809523809	0.5504587155963303	0.8148148148148148	0.8987341772151899	0.846153846153846	0.7647058823529412	0.9078947368421052	0.8974358974358974	0.8255813953488372	0.8863636363636364	0.813953488372093
Hong_Kong_Sewage_2M	0.8571428571428571	0.8411214953271028	0.63	0.5	0	0.9099999999999999	0.6538461538461539	0.8035714285714287	0.8878504672897196	0.7850467289719627	0.8854166666666666	0.8446601941747572	0.37272727272727274	0.8727272727272727	0.5643564356435643	0.8288288288288288	0.9285714285714286	0.911764705882353	0.8952380952380952	0.6454545454545454	0.8990825688073394	0.7747747747747747	0.3873873873873874	0.8640776699029126	0.9306930693069307	0.8673469387755102	0.8333333333333333	0.9387755102040816	0.9299999999999999	0.8807339449541284	0.9181818181818181	0.9017857142857143
Ilorin_Sewage_2M	0.5666666666666667	0.6176470588235294	0.846153846153846	0.8717948717948718	0.9099999999999999	0	0.74	0.7333333333333334	0.6875000000000001	0.6749999999999999	0.7499999999999999	0.6875000000000001	0.891304347826087	0.6944444444444444	0.8070175438596492	0.6749999999999999	0.782608695652174	0.8275862068965517	0.7812500000000001	0.819672131147541	0.6129032258064516	0.717391304347826	0.8666666666666666	0.8235294117647058	0.5238095238095238	0.7857142857142858	0.8048780487804877	0.7727272727272727	0.5	0.6363636363636364	0.6451612903225806	0.6060606060606061
Kuala_Lumpur_Sewage_2M	0.6785714285714285	0.5818181818181819	0.8181818181818181	0.6923076923076924	0.6538461538461539	0.74	0	0.625	0.6481481481481481	0.6229508196721312	0.7291666666666666	0.6727272727272727	0.6428571428571429	0.631578947368421	0.625	0.6451612903225806	0.8653846153846153	0.8983050847457628	0.8135593220338984	0.788235294117647	0.7666666666666667	0.6956521739130436	0.7685185185185186	0.8166666666666667	0.8301886792452831	0.7735849056603773	0.787878787878788	0.9056603773584906	0.8269230769230769	0.7540983606557378	0.7192982456140351	0.7377049180327869
Lisbon_Sewage_2M	0.5217391304347826	0.6415094339622641	0.8194444444444444	0.7444444444444445	0.8035714285714287	0.7333333333333334	0.625	0	0.4772727272727273	0.47058823529411764	0.6904761904761904	0.6326530612244898	0.7669902912621359	0.56	0.76	0.4081632653061224	0.7954545454545454	0.8200000000000001	0.7450980392156863	0.7875000000000001	0.6923076923076924	0.6666666666666666	0.7904761904761904	0.7499999999999999	0.782608695652174	0.7959183673469388	0.6037735849056604	0.8444444444444443	0.7777777777777778	0.7037037037037037	0.7115384615384616	0.7321428571428571
Oslo_Sewage_2M	0.5277777777777778	0.7045454545454546	0.870967741935484	0.8333333333333333	0.8878504672897196	0.6875000000000001	0.6481481481481481	0.4772727272727273	0	0.5681818181818182	0.6206896551724138	0.5555555555555556	0.8210526315789474	0.5	0.7213114754098361	0.46341463414634143	0.8484848484848484	0.8421052631578948	0.7435897435897436	0.7761194029850745	0.7073170731707317	0.7222222222222222	0.88	0.717948717948718	0.7941176470588235	0.8108108108108109	0.688888888888889	0.8437499999999999	0.787878787878788	0.7209302325581396	0.7317073170731707	0.7272727272727273
Porto_Sewage_2M	0.5116279069767442	0.5531914893617021	0.8591549295774648	0.7613636363636362	0.7850467289719627	0.6749999999999999	0.6229508196721312	0.47058823529411764	0.5681818181818182	0	0.6578947368421052	0.5681818181818182	0.7575757575757575	0.6666666666666666	0.7101449275362319	0.489795918367347	0.8048780487804877	0.8541666666666666	0.7755102040816326	0.7432432432432433	0.72	0.7096774193548387	0.839622641509434	0.7551020408163265	0.761904761904762	0.8297872340425533	0.6792452830188679	0.8571428571428571	0.7857142857142858	0.7307692307692308	0.74	0.7358490566037735
Rio_de_Janeiro_Sewage_2M	0.6333333333333334	0.7142857142857143	0.8627450980392156	0.868421052631579	0.8854166666666666	0.7499999999999999	0.7291666666666666	0.6904761904761904	0.6206896551724138	0.6578947368421052	0	0.6206896551724138	0.8636363636363636	0.7499999999999999	0.8	0.6923076923076924	0.761904761904762	0.8148148148148148	0.7666666666666667	0.8333333333333333	0.7941176470588235	0.8367346938775511	0.9010989010989011	0.8125000000000001	0.7916666666666666	0.7692307692307693	0.825	0.7499999999999999	0.782608695652174	0.8055555555555556	0.8235294117647058	0.8108108108108109
