profile_id	city	environment	depth	comparison	level	level_label	PCoA1	PCoA2
Barcelona_Sewage_3M	Barcelona	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.011910594886062493	-0.32508758128456117
Berlin_Sewage_3M	Berlin	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	2.9106028830094998e-5	-0.2877058379228238
Bogota_Sewage_3M	Bogota	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.45329156760476474	0.24559496141746326
Hanoi_Sewage_3M	Hanoi	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.4440470028707187	0.16057025494314348
Hong_Kong_Sewage_3M	Hong_Kong	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.5079500894909911	0.21536141488568566
Ilorin_Sewage_3M	Ilorin	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.04408287393635371	-0.17091582528153865
Kuala_Lumpur_Sewage_3M	Kuala_Lumpur	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.3345327168669163	-0.014785965158987899
Lisbon_Sewage_3M	Lisbon	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.06380338520833483	-0.3159802763057597
Oslo_Sewage_3M	Oslo	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.02220128782912963	-0.37430042719214807
Porto_Sewage_3M	Porto	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.07158544309211985	-0.3130694238027826
Rio_de_Janeiro_Sewage_3M	Rio_de_Janeiro	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.028653564478985462	-0.07770840273393301
Santiago_Sewage_3M	Santiago	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.09227882627403577	-0.26666230028256976
Singapore_Sewage_3M	Singapore	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.5032215191072489	0.16188102729713652
Sofia_Sewage_3M	Sofia	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.052935886745681775	-0.3664355955727722
Taipei_Sewage_3M	Taipei	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.44257195273446726	0.10774839866001035
Vienna_Sewage_3M	Vienna	Sewage	3M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.03688900394545626	-0.32998302140160785
Barcelona_Transit_5M	Barcelona	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.3403471185518366	0.2668281867546084
Berlin_Transit_5M	Berlin	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.3060143425101442	0.28967231662430604
Bogota_Transit_5M	Bogota	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.2819619246079199	0.18773685781587685
Hanoi_Transit_5M	Hanoi	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.15547211020862514	0.09857347520697453
Hong_Kong_Transit_5M	Hong_Kong	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.29816784987766876	0.05454630252558688
Ilorin_Transit_5M	Ilorin	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.04232530279819309	-0.025260367426334352
Kuala_Lumpur_Transit_5M	Kuala_Lumpur	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	-0.45519641698187946	0.2709867723431626
Lisbon_Transit_5M	Lisbon	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.13050286630776586	0.09322004243309276
Oslo_Transit_5M	Oslo	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.34378795862582034	0.1361551034128
Porto_Transit_5M	Porto	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.2349882556085311	0.22744462299434892
Rio_de_Janeiro_Transit_5M	Rio_de_Janeiro	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.17323866410964972	-0.0020679068425173575
Santiago_Transit_5M	Santiago	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.32686359013765814	0.3097550110467393
Singapore_Transit_5M	Singapore	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.2707437709450051	0.05576459463227554
Sofia_Transit_5M	Sofia	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.2970298633800718	0.032917521792607284
Taipei_Transit_5M	Taipei	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.26756690239095354	-0.05305691445374786
Vienna_Transit_5M	Vienna	Transit	5M	Sewage_3M_vs_Transit_5M	arg_group	ARG Group	0.25066721307862977	0.008262980876266191
